artist,artist_ko,summary,image_url
mikhail vrubel,미하일 브루벨,"Mikhail Aleksandrovich vrubel (러시아어 : ми승있는 곳 александрович Врубель; 3 월 17 일, [O.S. 3 월 5] 1856 -
4 월 14 일, [O.S.4 월 1 일] 1910)은 러시아 화가, 초안, 조각가였습니다.Vrubel은 회화, 그림, 장식 조각 및 연극 예술과 같은 다양한 미디어의 다작하고 혁신적인 마스터 인 러시아의 상징주의 전통에서 가장 중요한 예술가 중 하나이며 현대 예술의 선구적인 인물로 특징 지어집니다.
1990 년 Vrubel의 전기에서, 소비에트 미술 역사가 인 Nina Dmitrieva는 그의 삶과 예술을 Prologue와 Epilogue와 함께 3 행 드라마로 간주했으며, 행위 사이의 전환은 빠르고 예상치 못한 일이었습니다.""Prologue""는 그의 초기 몇 년 동안 경력 경로를 공부하고 선택하는 것을 말합니다.""첫 번째 행위""는 1880 년대에 Vrubel이 임페리얼 아카데미에서 공부 한 후 키예프로 이사하여 비잔틴과 기독교 예술을 연구했습니다.""두 번째 행위""는 1890 년에 앉은 악마로 시작한 소위 ""모스크바 시대""에 해당하고, 오페라 가수 Nadezhda Zabela-Vrubel과 그의 오랜 시터 인 Vrubel의 1896 년 결혼과 1902 년에 악마가 내려 갔다.그리고 예술가의 후속 입원.""세 번째 행위""는 Vrubel이 자신의 신체적, 지적 능력을 점차적으로 훼손하는 정신 질환으로 고통 받고 1903 년에서 1906 년까지 지속되었습니다.Vrubel은 이미 맹인이었던 그의 생애의 마지막 4 년 동안 육체적으로 만 살았습니다.
1880 ~ 1890 년에 Vrubel의 창조적 인 열망은 임페리얼 예술 아카데미와 미술 비평가들의지지를 찾지 못했습니다.그러나 많은 개인 수집가들과 후원자들은 유명한 후원자 Savva Mamontov와 Mir Iskusstva 저널을 중심으로 한 화가와 비평가를 포함한 그의 그림에 매료되었습니다.결국 Vrubel의 작품은 Mir Iskusstva의 자체 예술 전시회와 Sergei Diaghilev 회고전에서 전시되었습니다.20 세기 초, Vrubel의 예술은 러시아 아트 누보의 유기적 인 부분이되었습니다.1905 년 11 월 28 일, 그는 Vrubel이 예술가로서의 경력을 거의 마치는 ""예술 분야의 명성""에 대한 Academian of Painting의 제목을 받았습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Vrubel_1900.jpg/220px-Vrubel_1900.jpg
mstislav dobuzhinsky,므스티슬라프 도부진스키,mstislav valerianovich dobuzhinsky 또는 dobujinsky (러시아어 : мстислав валерианованович добужинский; mstisslavas dobužinskis; 초기의 성장과 부패20 세기 도시.,
natalia goncharova,나탈리아 곤차로바,"Natalia sergeevna goncharova (러시아어 : ната́лο 1962 년 10 월 3 일-17 일-17 일-1962 년 10 월 17 일);Goncharova의 평생 파트너는 동료 러시아 아방가르드 예술가 미하일 라리 오노프였습니다.그녀는 The Jack of Diamonds (1909-1911), 모스크바 최초의 급진적 인 독립 전시 그룹, More Radical Donkey 's Tail (1912-1913)의 창립 멤버였으며 Larionov와 함께 Rayonism (1912-1914)을 발명했습니다.그녀는 또한 독일에 기반을 둔 미술 운동 Der Blaue Reiter의 회원이었습니다.러시아에서 태어난 그녀는 1921 년 파리로 이사하여 사망 할 때까지 그곳에서 살았습니다.
그녀의 그림은 러시아의 아방가르드에 큰 영향을 미쳤습니다.그녀의 전시회에서 모스크바와 상트 페테르부르크 (1913 년과 1914 년)에서 열린 전시회는 독립 갤러리의 ""새로운""아티스트를 홍보 한 첫 번째 전시회였습니다.장식적인 그림과 아이콘이 안전한 직업이었던 러시아의 혁명 전 시대에 올 때, 렌더링 아이콘에 대한 그녀의 현대적인 접근 방식은 범법적이고 문제가있었습니다.그녀는 러시아의 아방가르드에서 주요 인물 중 하나였으며 파리와 함께이 영향을 주었다.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Natalia_Sergeyevna_Goncharova.jpg/220px-Natalia_Sergeyevna_Goncharova.jpg
nicholas roerich,니콜라스 뢰리히,"Nikolai Konstantinovich Rerikh (러시아어 : николай | 1874 년 10 월 9 일 - 1947 년 12 월 13 일)로 더 잘 알려진 러시아 화가, 작가, 고고학자, 철학자, 철학자였다.그의 젊음에서 그는 러시아의 상징주의의 영향을 받았으며, 러시아 사회의 운동은 영적에 중점을 두었습니다.그는 최면 및 기타 영적 실천에 관심이 있었고 그의 그림은 최면 표현을 가지고 있다고합니다.
상트 페테르부르크에서 잘 어울리는 발트 독일 아버지와 러시아 어머니에게 태어난 로어 리히는 인도 나그가에서 죽을 때까지 세계 여러 곳에서 살았습니다.예술가와 변호사로 훈련 된 그의 주요 관심사는 문학, 철학, 고고학, 특히 예술이었습니다.Roerich는 전쟁 중 예술과 건축을 보존하는 원인의 헌신적 인 운동가였습니다.그는 노벨 평화상을 위해 Longlist에 여러 번 지명되었습니다.소위 Roerich Pact (문화적 대상 보호를 위해)는 1935 년 4 월 미국과 대부분의 다른 판 미국 연합 국가들에 의해 법으로 서명되었습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/N_Roerich.jpg/220px-N_Roerich.jpg
nikolaos gyzis,니콜라오스 기지스,Nikolaos gyzis (그리스어 : νικόλαος γύζης [niˈko.la.os ˈʝi.zis]; 독일어 : 1842 년 3 월 1 일 - 1901 년 1 월 4 일)는 그리스에서 가장 중요한 19 세기 화가 중 하나로 여겨집니다.그는 그의 작품 Eros와 그의 첫 장르 그림 인 The Painter로 가장 유명했습니다.2006 년 5 월 런던의 Bonhams에서 경매되었으며 1928 년 그리스에서 마지막으로 전시되었습니다. 그는 19 세기 그리스 예술 운동 인 뮌헨 학교의 주요 대표였습니다.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Nikolaos_Gyzis_%281842%E2%80%931901%29.png/220px-Nikolaos_Gyzis_%281842%E2%80%931901%29.png
otto eckmann,오토 에크만,"Otto Eckmann (1865 년 11 월 19 일 - 1902 년 6 월 11 일)은 독일 화가이자 그래픽 아티스트였습니다.그는 Jugendstil의 ""꽃""지점의 저명한 회원이었습니다.그는 일본 서예와 중세 글꼴 디자인을 기반으로 한 Eckmann 서체를 만들었습니다.",
paul mathiopoulos,폴 마티오풀로스,"출생: 1876년; 아테네, 그리스  
사망: 1956년; 아테네, 그리스  
국적: 그리스
예술 운동: 상징주의, 인상주의, 아르누보",https://uploads8.wikiart.org/temp/d64c7329-6fb3-4c62-8db3-134015237ae0.jpg!Portrait.jpg
pavel filonov,파벨 필로노프,"Pavel Nikolayevich Filonov (러시아어 : па́вел никола́евич ф술 rantmo, ipa : [ˈpavʲɪl nʲɪkɐˈlajɪvʲɪtɕ fʲɪˈlonəf]; 1 월 8 일-1941 년 12 월 3 일, 1941 년 12 월 3 일) 예술가, 예술가, 그리고 포트 포트.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Pavel-filonov.jpg/220px-Pavel-filonov.jpg
petro kholodny (elder),페트로 콜로드니(장로),"Petro P. Cholodny(우크라이나어: Петро Петрович Холодний, 로마자 표기: Petro Petrovych Kholodnyi, 1904년 7월 22일 ~ 1990년 1월 24일)는 키예프에서 태어난 우크라이나의 화가, 그래픽 아티스트, 도상가입니다. 그의 아버지 페트로 콜로드니(장로)는 유명한 예술가이자 성상화가였으며, 그의 성상은 리비프 가정교회(Dormition Church Lviv)와 리비프에 있는 그리스 가톨릭 신학교 예배당의 성화상 및 벽화를 장식했습니다.",
pyotr konchalovsky,표트르 콘찰로프스키,Pyotr Petrovich Konchalovsky (Trans. Petr; 러시아어 : пётр петрович 관션 1876 년 2 월 21 일 - 1956 년 2 월 2 일)는 Diamonds 그룹의 Knave 회원 인 러시아와 소비에트 화가였습니다.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Pyotr_Konchalovsky_self-portrait-1912.jpg/220px-Pyotr_Konchalovsky_self-portrait-1912.jpg
raphael kirchner,라파엘 키르히너,"Raphael Kirchner (1875 년 5 월 5 일-1917 년 8 월 2 일)는 오스트리아 예술가였으며, 주로 아르누보와 초기 핀업 작품, 특히 그림 엽서 형식으로 가장 잘 알려진 초상화 화가이자 일러스트 레이터였습니다.그의 작품은 영화와 남자 잡지 산업에서 미국에서 경력을 쌓은 페루 화가 Alberto Vargas에게 초기 영감을주었습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Raphael_Kirchner.jpg/220px-Raphael_Kirchner.jpg
richard gerstl,리차드 게르슬,"Richard Gerstl (1883 년 9 월 14 일 - 1908 년 11 월 4 일)은 그의 표현적인 심리적으로 통찰력있는 초상화, 평생 동안 비판적 호평을 부여한 것으로 유명한 오스트리아 화가이자 초안은 아놀드 쇼엔 버그의 아내와의 관계로 자살했습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Richard_Gerstl_1902_%281903%29.jpg/220px-Richard_Gerstl_1902_%281903%29.jpg
serge sudeikin,서지 수데이킨,Sergey Yurievich Sudeikin은 Serge Soudeikine (1882 년 3 월 19 일 Saint Petersburg에서 1946 년 8 월 12 일 뉴욕 주 Nyack에서)으로 알려진 Ballets Russes 및 Metropolitan Opera와 관련된 러시아 예술가이자 세트 디자이너였습니다.,
sergey solomko,세르게이 솔로모코,"Sergey Sergeyevich Solomko (러시아어 : сергей сергевич соломко; 1867 년 8 월 22 일 - 1928 년 2 월 2 일)는 러시아 화가, 수 식민지, 일러스트 레이터 및 디자이너였습니다.",
stefan luchian,스테판 루치안,"Tefan Luchian (루마니아어 발음 : [ʃ the tan lukiˈan], 성 또한 루키아 인 철자; 1868 년 2 월 1 일 - 1916 년 6 월 28 일)는 그의 풍경과 여전히 인생 작품으로 유명한 루마니아 화가였습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Luchian_-_Un_zugrav.jpg/200px-Luchian_-_Un_zugrav.jpg
theo van doesburg,테오 판 도스부르크,"Theo van doburg (네덜란드 : [ˈ theːjoː vɑn ˈduzbʏ (ə) x]; 1883 년 8 월 30 일 - 1931 년 3 월 7 일)는 그림, 글쓰기,시 및 건축을 연습하는 네덜란드 예술가였습니다.그는 De Stijl의 창립자이자 리더로 가장 잘 알려져 있습니다.그는 세 번 결혼했다.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Theo_van_Doesburg_in_military_service.JPG/220px-Theo_van_Doesburg_in_military_service.JPG
theodor severin kittelsen,테오도르 세베린 키텔슨,"Theodor Severin Kittelsen (1857 년 4 월 27 일 - 1914 년 1 월 21 일)은 노르웨이 예술가였습니다.그는 노르웨이에서 가장 인기있는 예술가 중 한 명입니다.Kittelsen은 그의 자연 그림과 동화와 전설, 특히 트롤의 삽화로 유명해졌습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Kittelsen_av_krohg_1892.jpg/220px-Kittelsen_av_krohg_1892.jpg
thomas theodor heine,토마스 테오도르 하이네,"Thomas Theodor Heine (1867 년 2 월 28 일 - 1948 년 1 월 26 일)은 독일 화가, 일러스트 레이터 및 만화가였습니다.라이프 치히에서 태어난 Heine은 어릴 때 재능있는 풍자 만화가로 자리 매김하여 Kunstakademie Düsseldorf와 뮌헨의 미술 아카데미에서 예술을 공부하게되었습니다.
1896 년, 그는 풍자 뮌헨 잡지 Simplicissimus의 일러스트 레이터이자 정치 만화가로 성공했으며, Jugendstil의 문체 적 관용구와 Henri de Toulouse-Lautrec, Aubrey Beardsley 및 Japanese Woodcuts의 그래픽 특성을 적절하게했습니다.사회 질서에 대한 비판과 특히 그가 잡지를 위해 만든 군주국은 1898 년에 6 개월의 징역형을 선고 받았다. 그는 또한 1890 년대에 책 일러스트 레이터로 일하기 시작했다.
그는 1933 년에 독일에서 먼저 프라하로 도망 쳤다.1938 년부터 1942 년까지 그는 오슬로에서 살았으며 1942 년부터 1948 년 사망까지 스톡홀름에 살았습니다.그는 1942 년에 고도로 냉소적 자서전을 출판했다.
기적을 기다리는 동안 자서전이나 로마의 틈새가 아니라고 주장하는 동안, 1941 년에 히틀러가 독일에서 권력을 잡고 제 2 차 세계 대전이 진행되고있는 동안 쓰여졌다.저자의 항의에도 불구하고, 그것은 오늘의 사건, 특히 1918-1919 년 독일 혁명, 바이에른 소비에트 공화국, 1920 년부터 1925 년까지의 국가 사회주의의 부상에 근거한 소설입니다.""Mass Meeting""이라는 제목의 장에서 뮌헨 청중을 처음으로 매료시킨 군인 인 ""Icarus""라는 캐릭터로 불리하게 묘사됩니다.또한 1921 년 9 월 14 일 분리 주의자 오토 발 러스 테트 (Otto Ballerstedt)에 대한 히틀러 (Hitler)의 폭행을 정확하게 묘사하여 히틀러가 유죄 판결을 받고 100 일의 징역형을 선고 받았다.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Nicola_Perscheid_-_Thomas_Theodor_Heine_1924.jpg/220px-Nicola_Perscheid_-_Thomas_Theodor_Heine_1924.jpg
tom thomson,톰 톰슨,"Thomas John Thomson (1877 년 8 월 5 일 - 1917 년 7 월 8 일)은 20 세기 초 캐나다 예술가였습니다.짧은 경력 동안 그는 작은 목재 패널에서 약 400 개의 오일 스케치와 캔버스에서 약 50 개의 더 큰 작품을 생산했습니다.그의 작품은 거의 전적으로 풍경으로 구성되어 나무, 하늘, 호수 및 강을 묘사합니다.그는 온타리오 풍경의 아름다움과 색상을 포착하기 위해 넓은 브러시 스트로크와 페인트의 자유주의 적용을 사용했습니다.7 명의 그룹이 창립되기 직전에 39 세에 익사하여 톰슨의 우발적 인 죽음은 캐나다 예술의 비극으로 여겨집니다.
온타리오 주 시골에서 자란 Thomson은 대규모 농민들에게서 태어 났으며 즉각적인 예술적 재능을 보여주지 않았습니다.그는 비즈니스 칼리지에 다니기 전에 몇 가지 일을했으며 결국 펜싱 및 구리판 작문 기술을 개발했습니다.20 세기 초, 그는 시애틀과 토론토에서 Grip Ltd를 포함하여 여러 Photoengraving 회사에서 펜 아티스트로 근무했습니다. 그는 결국 J. E. H. Macdonald, Lawren Harris, Frederick Varley를 포함하여 7 명의 그룹을 결성 한 사람들을 만났습니다., 프랭클린 카 마이클과 아서 리 미스.1912 년 5 월, 그는 온타리오 중부의 주요 공공 공원 및 산림 예약 인 Algonquin Park를 처음으로 방문했습니다.그곳에서 그는 첫 번째 스케치 장비를 인수했으며 맥도날드의 조언에 따라 자연 장면을 포착하기 시작했습니다.그는이 지역에 매료되어 반복적으로 돌아 왔으며, 일반적으로 토론토에서 겨울을 보내고 나머지는 공원에서 연중 내내 소비했습니다.그의 초기 그림은 기술적으로 뛰어난 것이 아니라 구성과 색상 취급을 잘 이해했습니다.그의 후기 그림은 구성이 다양하며 생생한 색상과 두껍게 적용된 페인트가 포함되어 있습니다.그의 나중의 작품은 캐나다 예술에 큰 영향을 미쳤습니다. Jack Pine과 West Wind와 같은 핑힌은 캐나다 문화에서 두드러진 곳을 차지했으며 나라에서 가장 상징적 인 작품 중 일부입니다.
Thomson은 평생 동안 낚시와 카누에 재능이있는 진정한 야외 인으로서 평생 동안 명성을 발전 시켰지만, 후자의 기술은 논쟁을 벌였습니다.Algonquin Park의 Canoe Lake에서 익사하는 상황은 마스터 카누 연주자로서 그의 이미지와 관련이 있었으며, 그가 살해되거나 자살을 당했다는 소문이 없어졌습니다.
그는 7 명의 그룹이 공식적으로 설립되기 전에 사망했지만 Thomson은 종종 비공식 회원으로 간주됩니다.그의 예술은 일반적으로 나머지 그룹과 함께 전시되며, 거의 모든 것이 캐나다에 남아 있습니다. 토론토의 온타리오 아트 갤러리, 오타와의 캐나다 국립 갤러리, 클라인 부르크의 맥 마이클 캐나다 미술 컬렉션 및 톰 톰슨 아트Owen Sound의 갤러리.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/TomThomson23.jpg/220px-TomThomson23.jpg
valentin serov,발렌틴 세로프,Valentin Alexandrovich Serov (러시아어 : Валентин александрович серов; 1 월 19 일 [1 월 7 일] 1865 - 1911 년 12 월 5 일)는 그의 시대의 최고의 초상 예술가 중 한 명입니다.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Valentin_Serov_%281901-2%29.jpg/220px-Valentin_Serov_%281901-2%29.jpg
vasily polenov,바실리 폴레노프,"Vasily dmitrievich Polenov (러시아어 : Василий дмитриевич поленов; 1844 년 6 월 1 일 - 1927 년 7 월 18 일)는 현실주의 예술가들의 peredvizhniki 운동과 관련된 러시아 풍경 화가였습니다.그의 동시대 사람들은 그를 유럽과 러시아의 그림의 전통을 구현하면서 그를“아름다움의 기사”라고 부를 것입니다.그의 삶에 대한 그의 비전은 다음과 같이 요약되었습니다.“예술은 행복과 기쁨을 촉진해야합니다”.화가이자 인본주의 자로서, 그는 예술, 문화 및 교육의 문명 사명을 진정으로 믿게 될 것입니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Polenov_by_Repin.jpg/220px-Polenov_by_Repin.jpg
